"ID1","ID2","name1","name2","group1","group2","1_item1_A","1_item1_B","1_item1_C","1_item2","1_item3_A","1_item3_B","1_item3_C","1_item3_D","1_item3_E","1_item4_A","1_item4_B","1_item4_C","1_item4_D","1_item5_A","1_item5_B","1_item5_C","1_item5_D","1_item5_E","1_item5_F","1_item5_G","1_item5_H","1_item5_I","1_item6_A","1_item6_B","1_item6_C","1_item6_D","1_item7","1_item8","1_item9_A","1_item9_B","1_item9_C","1_item9_D","1_item10","1_item11","1_item12_A","1_item12_B","1_item12_C","1_item12_D","1_item12_E","1_item13_A","1_item13_B","1_item13_C","1_item13_D","1_item13_E","1_item13_F","1_item14_A","1_item14_B","1_item14_C","1_item14_D","1_item15_A","1_item15_B","1_item15_C","1_item15_D","1_item16_A","1_item16_B","1_item16_C","1_item16_D","1_item17"," 2_item2"," 2_item3_A"," 2_item3_B"," 2_item3_C"," 2_item3_D"," 2_item4_A"," 2_item4_B"," 2_item4_C"," 2_item5_A"," 2_item5_B"," 2_item5_C"," 2_item5_D"," 2_item5_E"," 2_item5_F"," 2_item5_G"," 2_item6_A"," 2_item6_B"," 2_item6_C"," 2_item6_D"," 2_item7_A"," 2_item7_B"," 2_item7_C"," 2_item8"," 2_item9_A"," 2_item9_B"," 2_item9_C"," 2_item9_D"," 2_item9_E"," 2_item9_F"," 2_item9_G"," 2_item10"," 2_item11"," 2_item12_A"," 2_item12_B"," 2_item12_C"," 2_item12_D"," 2_item12_E"," 2_item13_A"," 2_item13_B"," 2_item13_C"," 2_item13_D"," 2_item13_E"," 2_item13_F"," 2_item13_G"," 2_item14_A"," 2_item14_B"," 2_item14_C"," 2_item14_D"," 2_item15_A"," 2_item15_B"," 2_item15_C"," 2_item15_D"," 2_item16_A"," 2_item16_B"," 2_item16_C"," 2_item16_D"," 2_item17_A"," 2_item17_B"," 2_item17_C"," 2_item17_D"," 2_item17_E"," 2_item17_F"," 2_item17_G"," 2_item17_H"," 2_item17_I"," 2_item17_J"," 2_item17_K"," 2_item17_L"," 2_item17_M"," 2_item17_N"," 2_item17_O"," 2_item17_P"," 2_item17_Q"," 2_item17_R"," 2_item17_S"," 2_item17_T"
"cm5l6hp2b0021me085gdcypju","cm6s343e7015pky08afpzrzwj","Chipmunk851","Chipmunk851",2,"2_R",1,1,1,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,5,5,5,4,4,4,4,3,4,4,5,5,4,5,5,5,5,5,5,5,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Moderately agree",4,4,4,4,"Disagree","Agree",1,1,1,1,1,3,5,5,5,5,5,5,1,5,5,5,5,3,5,5,1,3,5,"Neutral","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,5,5,5,3,1,5,5,5,3,4,4,3,5,5,5,5,5,4,4,"Strongly agree",2,3,4,4,5,3,2,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",3,3,3,4,4,3,2,5,5,5,5,3,5,5,5,5,4,4,3,4,5,2,4,4,2,2,5,4,4,5,4,2,5,3,3,5,4,4,4,3,5,3,5,5
"cm5l5iefx00n1mh08x72y6mb1","cm6p5u2u501cji5099ulfcdxr","Civet106","Civet106",3,"3_O",1,3,2,"Serious research misconduct is rare relative to the amount of published research literature",5,5,3,3,5,4,2,4,4,2,3,2,2,5,2,4,2,4,4,2,2,2,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,3,1,2,"Disagree","Agree",2,3,3,3,3,2,5,2,5,5,4,3,2,5,4,1,1,5,5,5,2,2,4,"Agree","Serious research misconduct is rare relative to the amount of published research literature",4,5,5,3,3,5,5,4,5,2,2,5,4,4,5,5,3,3,2,2,5,"Strongly disagree",2,5,4,5,4,2,4,"Agree, but only if investigation found evidence of serious research misconduct","Agree",2,4,4,5,4,2,3,5,3,5,5,5,4,4,5,5,2,4,5,5,5,2,2,4,1,5,NA,4,4,5,1,2,2,5,5,1,1,1,1,5,1,4,1,1
"cm5va0qzm00ozl108mywi509s","cm6wgzf04000pjx08p231nifn","Cockatoo261","Cockatoo261",3,"3_O",1,3,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,3,3,5,4,2,4,4,4,2,1,2,3,3,4,5,5,4,5,5,4,"neither positive nor negative on balance","Neither agree nor disagree",4,3,2,1,"Agree","Agree",3,1,2,2,2,5,4,3,4,5,NA,5,3,4,5,5,5,5,5,4,4,5,5,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,3,4,5,4,5,2,4,2,2,3,5,5,5,4,5,4,2,5,4,"Strongly agree",2,4,4,5,4,3,4,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",3,3,4,5,5,2,4,4,3,5,5,5,3,5,5,4,4,4,5,5,3,4,5,4,5,4,2,4,5,4,4,4,5,4,2,2,5,4,5,4,4,2,4,5
"cm5p1nayw0047jr08xvq3z8n4","cm727sdwc009zl1085ksja2c2","Cow433","Cow433",2,"2_R",1,3,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,3,4,5,4,3,4,4,4,5,5,5,3,3,5,5,3,4,4,5,5,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately disagree",3,2,1,4,"Agree","Agree",5,5,2,3,2,5,5,2,5,5,2,5,4,4,5,5,4,3,5,4,1,1,3,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",4,5,3,3,3,3,5,2,3,4,4,2,3,2,2,3,5,5,4,2,3,"Moderately disagree",3,2,4,4,4,2,2,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",5,5,3,4,1,1,4,5,2,5,5,1,5,5,5,3,5,4,3,3,4,1,2,2,1,3,4,5,3,5,3,3,4,2,2,5,3,1,4,4,2,2,4,3
"cm5kzpb7m00ermp0819wqklhu","cm6p1vbsh00bdl708q76zztjf","Crab843","Crab843",1,"1_S",2,1,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,3,4,1,3,4,2,5,4,4,2,1,3,3,2,5,4,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,1,3,2,"Neutral","Agree",1,5,4,3,2,5,5,3,5,5,5,5,5,3,5,3,2,5,5,5,1,2,5,"Disagree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,5,4,3,3,5,2,3,2,3,2,5,5,4,4,5,4,4,"Strongly agree",3,5,4,4,4,4,3,"Agree, regardless of outcome of investigation","Strongly agree",5,1,2,5,5,1,5,5,4,5,5,5,5,5,4,4,4,2,4,5,5,2,2,5,4,4,3,3,4,2,2,4,3,2,2,3,4,4,1,2,1,3,5,5
"cm5s3gt7e00f9js08etaye4p8","cm6v0qzxo009fib0869zr4h7m","Crocodile810","Crocodile810",1,"1_S",3,3,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,4,4,3,3,4,3,5,1,1,3,1,2,2,3,3,2,1,2,"neither positive nor negative on balance","Strongly agree",1,4,1,3,"Agree","Agree",5,4,5,5,5,5,5,3,5,5,5,5,5,3,5,1,1,5,5,3,1,1,1,"Disagree","Serious research misconduct is already common enough to pose a major threat to the research literature",1,1,1,3,1,5,1,4,2,5,5,4,4,4,2,2,1,4,5,3,5,"Strongly agree",5,1,4,2,4,4,4,"Agree, regardless of outcome of investigation","Strongly agree",1,3,3,1,1,3,1,1,3,1,1,1,1,1,1,2,5,5,1,1,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"cm5twjq7a00l1mk08x1jnmh4i","cm72knvmj00p3kw085g44tpom","Deer227","Deer227",2,"2_R",2,1,3,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",4,5,4,4,3,4,2,2,3,3,3,2,1,4,1,5,3,5,4,4,5,4,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Moderately agree",1,4,2,3,"Agree","Disagree",1,2,4,3,5,3,5,4,3,4,1,3,3,4,2,5,1,4,4,4,2,4,3,"Disagree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",4,5,4,4,4,2,3,3,4,2,1,4,5,3,4,4,5,4,4,2,3,"Moderately agree",5,2,3,2,2,2,1,"Neutral","Strongly disagree",1,2,4,3,5,4,3,5,4,3,4,1,3,3,2,4,5,1,4,4,4,2,4,3,1,1,3,2,1,1,4,2,1,3,1,5,1,1,1,4,1,1,4,4
"cm5r5ffxt0137lb08qyyh0ey1","cm6qp3h8e001vle08p99e70xw","Dingo39","Dingo39",2,"2_R",3,1,2,"Serious research misconduct is rare relative to the amount of published research literature",2,3,4,5,5,4,4,4,4,5,5,5,5,4,4,4,3,4,4,5,4,5,"neither positive nor negative on balance","Neither agree nor disagree",2,2,4,3,"Agree","Agree",3,5,5,4,4,5,5,4,4,5,4,5,5,5,5,1,3,5,5,4,4,3,5,"Agree","Serious research misconduct is rare relative to the amount of published research literature",4,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,4,5,5,4,5,"Strongly agree",5,4,5,5,4,4,4,"Agree, regardless of outcome of investigation","Strongly agree",2,4,5,1,3,3,4,5,4,5,5,4,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5
"cm5s2ymq100bjjs0870dij50y","cm721j3bn022nk0080sj4uwn1","Dog769","Dog769",3,"3_O",3,2,1,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,1,1,2,4,3,2,2,4,2,3,1,2,4,1,3,4,1,5,2,5,3,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",1,4,2,3,"Agree","Agree",1,4,5,2,2,5,5,5,5,5,5,5,5,2,5,1,2,4,5,5,1,3,3,"Neutral","Serious research misconduct is already common enough to pose a major threat to the research literature",5,3,2,2,5,5,5,3,4,2,1,3,3,3,4,4,5,3,4,3,4,"Moderately agree",4,2,3,1,1,1,2,"Agree, regardless of outcome of investigation","Strongly agree",5,2,2,3,3,2,5,3,5,5,5,3,4,5,5,4,1,2,4,5,5,1,4,3,5,4,4,4,2,4,4,4,1,2,2,4,3,1,2,2,3,3,4,3
"cm5p8qrb900ktji08vhx0xggn","cm6rohnju001tl508z92z6ck8","Dog883","Dog883",2,"3_O",3,2,1,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,3,3,5,4,2,4,4,5,5,5,2,3,4,4,4,5,3,3,5,4,"neither positive nor negative on balance","Strongly agree",3,4,2,1,"Agree","Agree",5,4,4,4,4,3,5,5,5,5,5,4,5,5,5,5,5,3,5,4,5,5,5,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,5,4,4,5,5,3,5,4,4,5,3,2,3,5,4,5,1,2,"Moderately disagree",4,3,5,4,3,5,5,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",4,4,4,5,4,1,2,5,5,5,5,5,1,4,3,4,5,4,4,5,5,4,5,5,5,5,5,5,3,3,4,5,4,4,5,4,4,5,4,4,4,3,4,4
"cm60pfxdx001xjx081g74ol09",NA,"Donkey57",NA,2,NA,2,1,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,4,5,4,3,3,4,3,1,2,2,4,2,3,4,3,2,3,5,3,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",1,4,2,3,"Agree","Neutral",4,1,1,1,2,2,5,5,5,5,5,4,3,5,4,5,4,5,5,4,5,2,5,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5r0w3jw00b1mn08arpvu957","cm6s0vrxk0139ji08w2cuky9i","Dormouse932","Dormouse932",2,"2_R",2,3,1,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,3,3,3,3,4,3,2,3,4,4,4,4,3,2,4,4,4,4,2,4,3,"neither positive nor negative on balance","Moderately agree",2,3,2,3,"Agree","Agree",3,5,4,4,4,2,3,4,4,4,3,3,4,4,4,2,2,5,4,4,4,4,4,"Neutral","Serious research misconduct is already common enough to pose a major threat to the research literature",4,4,5,4,4,2,4,4,3,4,4,3,4,4,3,3,5,3,3,2,2,"Moderately disagree",4,4,3,3,3,3,3,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",4,5,4,4,4,5,2,3,3,5,4,3,4,4,5,5,2,2,4,4,4,4,2,NA,3,3,3,4,3,2,3,3,3,4,3,3,3,3,3,3,3,2,4,3
"cm60pkke0004rjx08chyr8be1","cm750j96b00qzlb08h8sotb26","Dragonfly634","Dragonfly634",3,"3_O",3,1,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,3,3,2,4,3,2,3,4,5,5,3,3,4,2,2,4,1,5,5,4,2,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,2,3,1,"Agree","Agree",4,5,3,2,1,3,5,3,4,5,2,4,4,3,3,1,2,5,5,5,3,4,5,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",4,4,3,4,5,4,4,3,3,4,4,5,4,3,4,3,5,2,2,3,4,"Strongly agree",3,5,4,5,3,4,4,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",2,2,2,4,4,2,5,4,4,4,5,3,5,4,4,4,3,3,4,5,5,3,4,3,2,4,3,4,2,3,5,3,3,2,2,1,1,3,2,2,3,4,4,3
"cm5pr246a00z1la083bx8r5h0","cm6v4cs6r00d5k108v1pr6ffo","Duck162","Duck162",1,"1_S",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,3,5,4,3,4,4,5,5,3,5,5,1,5,3,3,4,4,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,1,3,2,"Agree","Agree",5,4,1,3,2,5,5,3,5,5,3,5,5,4,4,4,3,5,5,5,2,4,5,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,"Strongly agree",2,4,3,2,2,1,4,"Agree, regardless of outcome of investigation","Strongly agree",5,4,4,5,5,5,5,5,4,5,5,2,5,5,5,3,5,2,5,5,5,1,4,5,3,3,3,3,3,3,5,5,3,3,5,5,3,2,5,2,2,2,2,5
"cm5qlmxwj00bhl108qa6p6ll3","cm71tsrdm015ll108kj6r5t20","Eagle284","Eagle284",3,"2_R",3,3,2,"Serious research misconduct is rare relative to the amount of published research literature",5,4,3,2,4,4,2,3,4,2,3,2,4,4,3,2,3,2,5,5,3,3,"neither positive nor negative on balance","Neither agree nor disagree",2,3,1,4,"Neutral","Agree",1,2,3,4,5,5,5,4,5,5,5,3,3,5,5,4,3,5,4,3,2,2,3,"Disagree","Serious research misconduct is rare relative to the amount of published research literature",5,5,4,4,5,5,5,4,3,4,4,4,2,3,5,3,4,3,4,4,4,"Neither agree nor disagree",5,3,4,5,1,4,2,"Neutral","Agree",5,4,3,4,3,3,5,5,3,5,5,2,5,4,4,5,4,4,4,4,3,3,4,4,3,4,5,3,3,4,5,4,4,3,5,3,3,4,3,4,5,4,4,5
"cm5wmk5c200fpkt08t6w5me5a","cm6p428oa01lbl708gyg3dqyo","Earwig842","Earwig842",1,"1_S",3,3,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,3,3,4,4,3,3,4,3,5,3,4,4,3,3,4,3,4,4,4,3,"neither positive nor negative on balance","Strongly agree",3,3,2,2,"Agree","Agree",3,2,5,3,5,4,4,4,5,5,4,5,5,3,5,3,3,5,5,5,4,4,4,"Agree","Serious research misconduct is rare relative to the amount of published research literature",5,4,3,3,4,3,3,3,4,3,4,4,3,3,4,4,4,3,5,3,3,"Strongly agree",3,3,3,2,2,2,2,"Agree, regardless of outcome of investigation","Strongly agree",3,2,5,3,5,4,4,4,5,5,4,4,5,5,4,5,3,3,5,5,5,4,3,4,5,3,5,4,3,5,3,3,4,4,3,4,5,4,3,4,4,4,5,4
"cm5noxusz007vl2084ioucd0v","cm6q98huv00c1l308ca6qbky7","Eel399","Eel399",3,"3_O",2,3,2,"Serious research misconduct is rare relative to the amount of published research literature",4,4,3,2,5,4,2,2,4,4,3,2,3,4,2,4,2,2,4,4,3,2,"neither positive nor negative on balance","Neither agree nor disagree",4,1,3,3,"Agree","Agree",5,3,4,3,3,5,5,3,5,4,4,4,3,4,4,3,3,4,4,3,3,4,4,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,3,5,2,5,3,5,5,2,1,4,2,4,3,4,2,3,4,5,2,4,"Moderately agree",4,2,4,3,3,4,3,"Agree, but only if investigation found evidence of serious research misconduct","Agree",5,4,3,4,4,1,5,5,5,5,5,5,4,4,4,3,3,3,4,5,3,2,4,4,4,2,4,4,2,3,4,4,1,1,1,5,3,2,5,2,1,2,4,5
"cm5pjhmtz002fjs083045ukzz","cm721vsoi017vl408zpvb9xn8","Elephant434","Elephant434",2,"2_R",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,3,3,4,2,1,3,5,5,2,3,4,1,1,4,2,3,1,5,4,"neither positive nor negative on balance","Neither agree nor disagree",4,3,2,1,"Agree","Agree",1,2,3,4,5,5,5,4,5,4,3,5,3,5,5,5,4,5,2,4,2,3,4,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,5,4,5,3,5,5,2,3,4,5,3,3,3,2,5,3,4,3,4,"Moderately disagree",2,2,3,5,1,4,2,"Agree, but only if investigation found evidence of serious research misconduct","Agree",5,4,4,3,2,3,2,5,4,5,4,2,4,3,5,5,5,4,4,2,4,1,3,4,2,5,4,3,3,4,5,4,3,5,5,4,2,2,3,5,2,4,3,2
"cm5meyzzf018vl408j2nltoqy",NA,"Emu823",NA,1,NA,1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,4,3,5,4,3,4,4,3,5,3,4,4,4,5,4,5,4,5,4,4,"neither positive nor negative on balance","Strongly agree",4,4,2,1,"Disagree","Agree",1,2,2,3,1,5,NA,4,5,5,3,5,5,5,5,5,5,4,3,4,1,4,3,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5yjk6v500z5l7086tt0r6n5","cm72acmnc0009l7082ndfnhaa","Falcon664","Falcon664",1,"1_S",2,3,1,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,4,2,2,4,2,2,3,4,5,3,3,3,2,3,4,3,3,3,3,3,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,2,1,1,"Neutral","Agree",1,2,3,2,3,5,5,5,5,4,2,4,5,4,4,3,1,4,5,5,2,4,3,"Disagree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,5,4,5,3,4,4,3,4,4,3,4,4,2,3,4,3,5,3,4,"Strongly agree",3,2,3,4,1,1,2,"Agree, but only if investigation found evidence of serious research misconduct","Neutral",3,4,4,4,3,2,5,5,5,5,2,1,5,5,4,5,4,2,4,4,4,1,4,4,1,5,2,3,1,1,4,4,2,2,5,1,1,1,4,5,4,4,1,4
"cm5l10on200txjg08gey1uk2x","cm6p9hqa0008zla08s6i6xog4","Ferret787","Ferret787",1,"3_O",3,1,2,"Serious research misconduct is rare relative to the amount of published research literature",1,1,3,3,2,1,3,3,2,1,4,3,3,3,4,2,2,3,1,4,3,3,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",3,4,2,1,"Agree","Agree",5,4,3,1,2,1,1,3,1,1,1,3,4,3,4,1,2,5,5,4,2,3,5,"Agree","Serious research misconduct is rare relative to the amount of published research literature",4,3,4,3,3,4,4,3,2,2,3,4,4,4,3,2,4,4,2,3,3,"Moderately agree",5,3,4,3,3,3,4,"Agree, regardless of outcome of investigation","Strongly agree",2,3,4,4,4,1,5,5,3,4,5,5,2,2,3,4,2,3,5,5,4,2,3,4,2,2,4,3,2,4,4,5,3,2,4,2,3,2,3,2,3,3,4,4
"cm5mvie1300q1l508hmnz5xfz","cm6pcc3nb00qnla08p5f7azl0","Fox425","Fox425",1,"1_S",3,2,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",1,1,5,1,5,1,4,1,1,1,1,1,5,1,1,1,1,1,5,5,1,1,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",1,4,1,1,"Agree","Agree",1,1,1,5,1,5,5,5,5,5,5,5,1,1,3,1,5,5,5,5,1,1,1,"Disagree","Serious research misconduct is already common enough to pose a major threat to the research literature",3,1,3,5,1,1,1,3,5,1,5,1,5,1,5,5,5,1,5,5,5,"Strongly agree",1,5,1,1,1,5,1,"Agree, regardless of outcome of investigation","Strongly agree",1,1,1,1,2,1,5,5,3,5,5,5,5,1,5,2,1,5,5,5,5,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,5,5
"cm5p9rfjc011nji08620cb3yu","cm6z5vsyc02z1l809c4l1973j","Fox532","Fox532",1,"1_S",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,5,2,5,4,2,3,4,5,3,2,4,2,2,3,4,2,5,4,5,3,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",2,3,1,4,"Agree","Agree",3,1,5,2,4,5,5,4,5,5,3,5,5,4,3,3,4,5,5,5,2,4,3,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,4,5,4,3,4,5,4,2,4,4,4,4,5,4,5,3,5,4,5,"Strongly agree",1,4,1,5,4,2,4,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",5,1,4,5,4,2,5,5,4,5,5,5,5,5,3,4,3,4,5,5,5,2,3,3,4,4,2,5,2,1,4,5,4,4,5,5,5,5,5,3,3,2,5,3
"cm5ufqd6y005jmn087ba8x2ah","cm72y293n004djo08swqdzmyr","Frog497","Frog497",1,"1_S",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,2,1,3,4,1,2,3,3,5,1,1,2,1,2,1,1,3,3,5,5,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,1,3,3,"Agree","Agree",1,5,3,2,3,4,1,2,3,2,2,5,5,5,5,1,2,5,5,5,2,2,3,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,5,3,5,4,3,4,4,3,3,2,2,2,4,4,5,5,5,2,4,"Strongly agree",1,5,1,4,3,4,4,"Agree, regardless of outcome of investigation","Strongly agree",4,1,2,3,3,1,4,5,5,5,4,3,5,5,5,5,1,2,5,5,5,2,2,2,3,2,5,2,3,3,2,3,4,4,3,3,3,4,4,3,2,2,4,3
