"ID1","ID2","name1","name2","group1","group2","1_item1_A","1_item1_B","1_item1_C","1_item2","1_item3_A","1_item3_B","1_item3_C","1_item3_D","1_item3_E","1_item4_A","1_item4_B","1_item4_C","1_item4_D","1_item5_A","1_item5_B","1_item5_C","1_item5_D","1_item5_E","1_item5_F","1_item5_G","1_item5_H","1_item5_I","1_item6_A","1_item6_B","1_item6_C","1_item6_D","1_item7","1_item8","1_item9_A","1_item9_B","1_item9_C","1_item9_D","1_item10","1_item11","1_item12_A","1_item12_B","1_item12_C","1_item12_D","1_item12_E","1_item13_A","1_item13_B","1_item13_C","1_item13_D","1_item13_E","1_item13_F","1_item14_A","1_item14_B","1_item14_C","1_item14_D","1_item15_A","1_item15_B","1_item15_C","1_item15_D","1_item16_A","1_item16_B","1_item16_C","1_item16_D","1_item17"," 2_item2"," 2_item3_A"," 2_item3_B"," 2_item3_C"," 2_item3_D"," 2_item4_A"," 2_item4_B"," 2_item4_C"," 2_item5_A"," 2_item5_B"," 2_item5_C"," 2_item5_D"," 2_item5_E"," 2_item5_F"," 2_item5_G"," 2_item6_A"," 2_item6_B"," 2_item6_C"," 2_item6_D"," 2_item7_A"," 2_item7_B"," 2_item7_C"," 2_item8"," 2_item9_A"," 2_item9_B"," 2_item9_C"," 2_item9_D"," 2_item9_E"," 2_item9_F"," 2_item9_G"," 2_item10"," 2_item11"," 2_item12_A"," 2_item12_B"," 2_item12_C"," 2_item12_D"," 2_item12_E"," 2_item13_A"," 2_item13_B"," 2_item13_C"," 2_item13_D"," 2_item13_E"," 2_item13_F"," 2_item13_G"," 2_item14_A"," 2_item14_B"," 2_item14_C"," 2_item14_D"," 2_item15_A"," 2_item15_B"," 2_item15_C"," 2_item15_D"," 2_item16_A"," 2_item16_B"," 2_item16_C"," 2_item16_D"," 2_item17_A"," 2_item17_B"," 2_item17_C"," 2_item17_D"," 2_item17_E"," 2_item17_F"," 2_item17_G"," 2_item17_H"," 2_item17_I"," 2_item17_J"," 2_item17_K"," 2_item17_L"," 2_item17_M"," 2_item17_N"," 2_item17_O"," 2_item17_P"," 2_item17_Q"," 2_item17_R"," 2_item17_S"," 2_item17_T"
"cm5l59n0k00glmh08yx2babvr","cm6um94p200gfla08w9cd1on9","Leopard98","Leopard98",2,"2_R",3,1,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,3,1,2,4,1,3,2,3,4,5,1,2,2,3,1,2,5,4,2,3,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",3,1,3,4,"Agree","Neutral",5,1,3,2,4,4,5,5,4,5,4,5,4,3,4,4,5,5,5,3,2,5,5,"Neutral","Serious research misconduct is rare relative to the amount of published research literature",5,4,2,1,5,4,1,2,1,5,3,3,2,1,4,1,5,3,5,3,5,"Moderately disagree",3,4,4,5,1,4,2,"Agree, but only if investigation found evidence of serious research misconduct","Agree",4,1,2,3,5,3,4,5,5,5,5,3,5,5,5,3,4,4,5,5,4,2,5,5,2,3,3,5,4,3,2,4,3,2,5,1,2,3,5,3,2,5,1,3
"cm617ik01000pl108zryjf1ql",NA,"Llama770",NA,1,NA,3,1,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,1,3,5,4,3,3,4,2,4,4,4,5,2,5,3,3,3,5,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,2,2,1,"Agree","Agree",1,4,3,2,1,4,4,5,5,5,5,5,5,5,3,4,4,5,5,5,2,3,3,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm60tpb4u01q5jx08uftahyfi","cm6p4zd8k023vl708cio644s3","Lobster691","Lobster691",2,"2_R",1,2,3,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",3,3,4,5,4,4,3,2,4,4,4,4,4,4,3,3,4,4,5,5,5,4,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Moderately agree",2,4,1,3,"Agree","Agree",5,5,5,5,5,5,5,4,5,NA,5,5,5,5,5,5,5,4,5,4,4,4,5,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,5,3,4,3,4,"Moderately agree",4,3,4,3,4,4,4,"Agree, but only if investigation found evidence of serious research misconduct","Agree",3,4,4,4,4,5,4,5,3,5,4,4,3,4,4,5,4,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,5
"cm5qnq40f00s9l408i26jz75x","cm6yyxxau00fvla08oc5jh4wx","Lynx353","Lynx353",1,"1_S",2,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,1,5,4,3,4,4,2,5,3,4,5,2,2,3,1,5,4,5,1,"neither positive nor negative on balance","Strongly agree",4,2,3,1,"Agree","Agree",3,4,5,1,2,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,5,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,5,2,5,5,2,2,5,2,2,4,1,3,5,5,5,2,5,5,5,"Moderately agree",3,5,4,5,4,5,5,"Agree, regardless of outcome of investigation","Strongly agree",5,4,4,5,5,3,3,3,5,5,5,3,5,5,5,4,3,5,5,5,5,1,3,5,4,4,2,5,4,3,2,4,5,5,4,4,4,3,5,3,4,4,4,5
"cm616ramm01g9la086t28m3jl",NA,"Mongoose675",NA,1,NA,2,2,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,3,5,4,3,3,4,4,4,5,5,4,3,5,5,3,5,5,5,4,"neither positive nor negative on balance","Strongly agree",3,4,3,3,"Agree","Agree",4,5,4,5,5,5,5,5,5,5,3,5,5,4,4,3,4,4,5,5,4,4,5,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5vhubdc000nlc08lekayzac",NA,"Monkey338",NA,3,NA,3,2,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,3,4,3,4,3,4,4,3,4,2,3,NA,4,3,3,3,3,3,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",2,3,3,2,"Agree","Agree",2,3,3,2,2,3,5,5,5,5,5,3,4,5,5,5,4,5,5,4,4,3,4,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5pduugp01hfmk08ujuspy85",NA,"Moose83",NA,2,NA,1,1,1,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Neither agree nor disagree",3,3,3,4,"Neutral","Neutral",4,3,5,4,4,4,4,4,4,4,4,3,3,3,4,3,5,4,4,3,4,4,4,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5v6ppxs00ybmn088mbaqmlv","cm72431n400jbl408i9p0ee6r","Moth805","Moth805",1,"1_S",3,2,1,"Serious research misconduct is already common enough to pose a major threat to the research literature",4,5,5,3,5,3,2,4,3,5,4,4,4,3,4,4,2,3,5,3,5,2,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Moderately agree",4,3,1,2,"Agree","Neutral",1,4,3,5,2,3,5,3,5,5,3,5,3,4,4,4,3,4,2,4,4,5,3,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,4,4,5,4,4,4,5,3,4,3,4,4,5,5,4,3,3,1,2,"Moderately agree",4,1,5,3,1,4,3,"Agree, but only if investigation found evidence of serious research misconduct","Agree",5,3,3,2,4,1,4,5,4,4,5,2,5,4,5,4,5,3,4,3,5,3,5,5,5,3,5,4,1,2,5,4,4,4,2,5,3,3,5,4,5,2,3,4
"cm5lkakl800m7mk086afmrd0f","cm6rhyyi2004vju0843wxfh58","Muskrat190","Muskrat190",1,"1_S",3,1,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,5,5,4,5,4,2,3,4,4,5,2,1,5,1,4,4,4,4,5,5,5,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,2,3,1,"Agree","Agree",5,4,3,2,1,5,4,5,4,3,2,5,4,5,5,1,1,5,5,5,5,2,1,"Neutral","Serious research misconduct is already common enough to pose a major threat to the research literature",4,5,5,4,5,4,5,4,5,3,5,5,5,5,5,5,4,3,5,4,4,"Strongly agree",1,4,2,4,5,3,4,"Agree, regardless of outcome of investigation","Strongly agree",4,2,4,4,5,1,5,4,5,5,4,4,4,4,4,5,1,1,5,5,5,5,3,4,3,1,5,1,1,5,5,5,1,1,1,1,1,1,5,4,1,1,4,1
"cm5l3dc4l00bxif080sb3nek0","cm6p251er00fjl7081ufc90d0","Narwhal27","Narwhal27",3,"1_S",1,2,3,"Serious research misconduct is rare relative to the amount of published research literature",1,3,5,4,2,4,1,2,3,5,4,2,3,4,3,3,3,4,4,3,5,2,"neither positive nor negative on balance","Moderately agree",2,3,1,4,"Agree","Neutral",3,5,4,1,2,5,3,5,4,2,3,2,3,5,1,4,5,2,2,5,5,4,4,"Disagree","Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,5,3,4,5,3,5,4,5,1,3,4,2,5,4,3,2,3,3,2,"Moderately agree",1,3,5,5,4,3,2,"Agree, but only if investigation found evidence of serious research misconduct","Agree",2,5,5,4,1,4,4,5,1,4,2,2,3,5,5,4,3,4,5,4,4,3,4,1,2,1,5,5,4,3,1,3,3,5,2,4,4,1,2,2,2,1,2,1
"cm5kx7ope000nme08037s7z4d","cm6yx5b9201eple08s1ugkl39","Ocelot100","Ocelot100",3,"3_O",3,2,1,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,4,3,5,4,2,3,4,5,4,3,5,5,2,4,4,2,4,4,5,5,"predominantly negative - it makes it too easy for vexatious individuals to raise unwarranted complaints, often under the guise of anonymity ","Neither agree nor disagree",1,2,4,3,"Agree","Agree",5,4,1,2,5,4,5,5,5,5,4,3,4,5,5,3,4,5,5,2,3,5,3,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,3,5,4,5,4,3,5,4,5,5,3,4,3,4,4,5,4,4,2,2,"Strongly agree",1,2,2,4,5,3,4,"Agree, but only if investigation found evidence of serious research misconduct","Strongly agree",5,1,4,3,5,1,4,5,4,5,5,5,3,3,5,4,2,2,5,5,2,2,4,3,4,3,4,5,2,2,4,2,4,3,4,2,5,4,5,2,3,4,5,2
"cm60ocy6n00a1k108z5c0kqnp","cm74lwm8g0149i908lkxi7e8q","Octopus456","Octopus456",2,"2_R",3,2,3,"Serious research misconduct is rare relative to the amount of published research literature",5,5,4,4,5,4,3,3,4,4,1,4,4,4,1,5,5,4,3,5,3,5,"neither positive nor negative on balance","Strongly disagree",4,1,3,2,"Agree","Agree",5,3,2,1,1,5,5,4,5,5,3,1,2,4,5,5,3,5,4,3,3,4,5,"Disagree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,5,4,5,5,4,4,5,3,5,5,4,4,4,5,3,3,4,"Strongly disagree",4,3,5,3,4,5,1,"Agree, regardless of outcome of investigation","Strongly agree",4,3,5,5,5,1,5,5,4,5,5,5,4,5,5,5,5,3,5,5,1,1,4,5,3,4,4,5,2,1,5,4,5,1,5,3,4,3,4,4,5,4,5,3
"cm5ky991p00n7me08pmsgpe35","cm6p2bqyl00ltl708uwi8y8gx","Okapi462","Okapi462",3,"3_O",1,2,3,"Serious research misconduct is rare relative to the amount of published research literature",5,5,3,3,4,3,4,3,4,3,4,5,5,5,3,5,5,4,5,4,5,4,"neither positive nor negative on balance","Strongly agree",1,3,2,4,"Agree","Agree",1,5,4,3,2,5,4,3,4,5,5,5,5,4,5,1,4,4,5,5,4,3,4,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,3,3,5,5,5,4,5,4,4,5,5,4,5,5,4,4,4,5,4,"Strongly agree",3,4,4,5,5,4,5,"Neutral","Strongly agree",4,3,4,5,5,2,3,4,4,5,5,5,4,5,5,5,4,4,5,5,5,4,5,4,4,4,5,4,2,3,5,4,4,3,5,5,5,5,NA,2,3,3,4,2
"cm5stbzwg00m3la080wi79m46","cm6wcfo520005l508bobmgq8x","Ostrich912","Ostrich912",1,"1_S",3,2,1,"Serious research misconduct is rare relative to the amount of published research literature",5,3,2,1,4,2,1,4,3,3,5,2,4,3,1,2,5,3,4,3,5,4,"neither positive nor negative on balance","Moderately agree",1,4,3,2,"Neutral","Neutral",5,3,2,1,4,3,5,2,4,4,1,5,2,4,4,4,3,4,2,5,3,4,4,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,2,3,2,5,4,3,4,3,2,3,3,4,5,3,3,5,4,3,3,3,"Moderately agree",1,3,2,4,4,3,3,"Agree, but only if investigation found evidence of serious research misconduct","Agree",5,3,4,2,3,3,1,5,2,5,4,1,5,4,3,4,3,2,4,2,5,2,4,3,4,3,1,5,4,5,2,3,4,5,3,5,3,2,3,4,4,2,4,3
"cm5n0lmga0009ky08fxmhgn24","cm6ws4c8u0091l408dfxxs27l","Otter70","Otter70",2,"2_R",1,3,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,5,5,5,4,2,3,4,4,4,5,5,3,3,5,4,2,3,3,4,3,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",1,2,4,3,"Agree","Agree",2,3,1,1,1,5,5,4,5,5,3,5,1,1,3,3,4,1,1,1,5,3,1,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,5,4,5,3,5,4,4,5,5,4,5,4,4,4,5,4,4,3,5,"Neither agree nor disagree",3,3,3,4,3,5,4,"Agree, regardless of outcome of investigation","Strongly agree",4,4,3,5,5,2,5,5,5,5,5,5,3,4,4,5,1,1,5,5,3,1,2,5,3,2,3,4,3,2,4,5,4,4,5,3,3,3,3,4,4,4,4,3
"cm5kz7pbv006nmp08tx2sq1wp","cm6p2pbnz00y5l708lnert4uh","Owl928","Owl928",1,"1_S",1,2,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,3,4,2,1,4,3,2,1,1,5,1,2,5,1,3,3,4,5,5,4,3,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",1,3,2,4,"Agree","Agree",4,5,3,1,2,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,1,4,3,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,3,2,4,5,4,3,5,5,1,3,4,NA,2,5,5,5,5,5,2,5,"Strongly agree",1,3,2,5,4,1,5,"Agree, regardless of outcome of investigation","Strongly agree",1,2,3,4,5,1,5,5,5,5,5,5,5,5,5,5,2,3,5,4,5,4,3,2,5,2,5,4,4,1,2,2,2,3,3,4,5,5,5,2,2,5,5,3
"cm5l0uj0700d9la088jqhxp2z","cm6paj5wz00uxla08ulfb3jiy","Oyster268","Oyster268",2,"2_R",3,1,2,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,3,3,5,4,2,3,4,4,4,4,4,3,2,2,2,3,2,2,5,5,"positive - it provides a route for speedy commentary when concerns are discovered","Neither agree nor disagree",4,2,3,1,"Agree","Agree",1,1,1,3,1,5,5,5,5,5,5,4,4,4,4,3,2,4,4,4,1,2,4,"Neutral","Serious research misconduct is rare relative to the amount of published research literature",5,5,5,4,5,5,5,3,3,4,4,4,4,3,3,3,5,4,3,3,3,"Neither agree nor disagree",1,3,4,4,4,2,3,"Agree, regardless of outcome of investigation","Strongly agree",5,5,5,5,5,3,5,5,3,5,5,5,2,2,3,3,5,4,5,5,5,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,5,NA
"cm5mz9cge005xmi08orzvvsh9","cm6shbq9s007hju08zou51mer","Penguin132","Penguin132",1,"1_S",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,3,4,3,3,4,4,5,3,5,5,4,1,5,3,3,5,5,4,4,"neither positive nor negative on balance","Strongly agree",4,3,2,1,"Neutral","Agree",1,2,2,3,2,5,5,4,5,5,3,3,3,4,5,4,5,3,5,5,2,2,3,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,2,5,5,5,3,4,5,5,5,4,5,3,5,5,4,3,5,3,3,"Strongly agree",1,3,4,5,3,1,1,"Neutral","Neutral",4,4,5,4,5,1,5,5,4,5,5,3,5,5,5,4,3,3,5,5,5,4,2,3,1,1,5,3,3,2,1,3,4,2,4,4,1,4,4,3,4,4,5,5
"cm5l0hwul00qhjg089u0grkl3","cm6untebr00bxjs08rogq1b7s","Rhinoceros443","Rhinoceros443",1,"1_S",1,3,2,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,4,3,3,4,4,4,4,4,4,5,3,4,5,3,4,3,3,4,5,5,3,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",3,3,3,4,"Agree","Neutral",5,5,5,4,4,4,4,4,4,5,5,5,5,4,5,3,4,5,5,5,5,3,3,"Agree","Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,5,4,4,5,5,4,5,5,5,5,5,4,4,4,5,5,4,5,5,4,"Moderately agree",4,5,4,5,5,3,4,"Agree, but only if investigation found evidence of serious research misconduct","Agree",5,5,5,5,5,1,5,5,5,4,5,5,4,5,5,4,5,4,4,5,5,4,4,4,3,3,3,5,5,5,4,5,4,5,5,4,5,5,5,5,5,4,5,5
"cm5l7660501jbmh08zvjgrk49",NA,"Shark141",NA,3,NA,3,2,1,"Serious research misconduct is becoming more prevalent and starting to pose a threat to the research literature",5,4,4,3,5,3,2,4,4,5,5,4,5,5,2,3,4,4,5,4,5,4,"positive - it provides a route for speedy commentary when concerns are discovered","Moderately agree",3,3,4,4,"Agree","Agree",5,4,4,5,4,5,5,4,4,5,5,4,4,4,4,5,3,5,4,5,2,4,4,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5l5u8w200vtmh08q69kytnw","cm70uijjx00x3i8081povsftw","Toad90","Toad90",1,"1_S",1,3,3,"Serious research misconduct is rare relative to the amount of published research literature",4,5,5,2,2,4,3,2,4,3,5,2,4,4,2,5,3,2,4,4,2,3,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,1,3,2,"Agree","Agree",4,3,1,2,1,5,4,3,4,4,4,4,5,3,5,2,4,5,5,5,1,2,3,"Neutral","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,4,4,5,5,4,4,2,2,3,4,2,4,4,5,4,5,4,4,"Strongly agree",1,5,4,4,2,2,4,"Agree, regardless of outcome of investigation","Strongly agree",3,2,4,4,5,2,5,4,4,5,5,3,4,5,4,3,3,4,5,5,5,3,3,4,2,4,3,4,3,2,4,5,4,2,4,1,NA,3,2,3,2,4,3,3
"cm5laemvr00n1mh08n7b7uei2","cm6qhc1zf01mbl7084fj4n366","Tortoise82","Tortoise82",1,"1_S",1,2,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,4,2,3,4,3,2,1,5,5,4,4,4,1,2,4,3,5,4,4,3,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",1,4,2,3,"Agree","Agree",1,5,4,3,2,5,5,5,5,5,5,4,5,4,5,2,1,5,5,5,3,2,2,"Agree","Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,5,4,3,3,3,3,2,5,3,4,3,3,5,4,5,3,2,"Strongly agree",1,3,2,5,4,2,3,"Agree, regardless of outcome of investigation","Strongly agree",5,2,2,3,4,3,5,5,5,5,5,5,5,4,5,5,2,3,5,5,4,2,2,3,4,1,2,2,2,4,2,2,3,3,4,5,4,3,5,3,2,5,3,5
"cm5kwqkzt00epjq08c3t3hj0b",NA,"Whale51",NA,1,NA,3,3,2,"Serious research misconduct is rare relative to the amount of published research literature",4,5,3,1,1,2,3,4,2,1,5,1,1,2,3,5,1,4,5,2,3,1,"positive - it provides a route for speedy commentary when concerns are discovered","Strongly agree",4,2,3,1,"Disagree","Neutral",4,5,2,3,1,5,5,5,5,5,2,5,4,5,5,1,1,5,5,5,2,5,4,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cm5mpp0b6006bmt08g56e3q50","cm6pkzffg00dxlg080qz5me6q","Wolf45","Wolf45",3,"3_O",3,3,1,"Serious research misconduct is rare relative to the amount of published research literature",3,5,4,2,5,3,1,2,4,3,2,4,3,4,1,5,3,2,3,2,5,4,"neither positive nor negative on balance","Neither agree nor disagree",1,4,2,3,"Agree","Agree",4,5,2,3,3,5,NA,3,4,5,4,3,3,2,4,4,5,1,5,5,1,2,5,"Agree","Serious research misconduct is rare relative to the amount of published research literature",5,3,4,3,3,4,5,2,2,3,3,4,4,4,3,2,5,3,2,3,3,"Neither agree nor disagree",4,2,2,3,5,4,3,"Agree, but only if investigation found evidence of serious research misconduct","Agree",5,3,2,4,3,1,5,4,3,4,5,4,3,3,3,3,5,5,3,4,4,2,2,4,2,3,3,5,3,5,2,3,3,3,1,5,3,2,3,2,4,1,3,3
"cm60l9pt3003vjr08wj1tufxp",NA,"x123",NA,1,NA,3,3,3,"Serious research misconduct is already common enough to pose a major threat to the research literature",5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,4,5,5,3,3,"neither positive nor negative on balance","Moderately agree",4,1,4,1,"Agree","Agree",5,4,1,1,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,3,3,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"cm702ef02001bk2085pfq9js0",NA,"Chimpanzee338",NA,"1_S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serious research misconduct is already common enough to pose a major threat to the research literature",3,4,4,4,3,5,5,5,5,5,4,4,5,3,4,5,5,4,5,5,5,"Strongly agree",5,3,1,4,2,2,3,"Agree, regardless of outcome of investigation","Strongly agree",5,1,3,4,5,1,5,5,5,5,5,5,4,5,5,4,1,1,5,4,4,4,4,5,5,1,3,4,5,2,1,5,3,2,3,5,5,4,3,2,1,4,5,1
